83,74,31
44,94,77
59,19,60
80,24,61
50,48,87
60,25,48
66,67,34
34,29,46
71,38,68
82,92,41
65,23,48
58,84,32
79,83,96
62,62,5
25,33,51
35,79,88
57,41,18
31,22,31
49,38,74
96,53,64
39,21,51
48,27,32
40,54,53
66,65,70
43,90,59
84,25,71
21,11,20
78,90,38
73,90,54
92,76,84
67,57,37
42,97,59
83,44,65
80,62,46
99,86,23
56,87,96
74,19,64
40,32,28
63,19,67
51,60,95
58,46,34
94,18,82
87,68,44
58,59,39
33,65,70
58,34,66
63,75,79
92,92,45
56,59,78
41,22,48
29,82,90
16,26,18
5,38,42
61,63,83
26,26,45
49,42,34
96,95,10
52,95,51
19,65,70
49,36,34
44,59,98
38,44,29
87,31,82
65,64,55
54,99,81
54,67,70
6,66,66
64,2,64
30,90,66
58,74,46
59,92,54
85,61,92
72,67,94
89,60,68
43,36,11
68,72,39
89,43,80
72,20,57
48,72,73
69,67,50
39,15,31
63,66,11
79,66,14
29,78,70
34,27,30
53,67,34
53,49,44
28,90,85
85,88,41
33,59,39
96,54,68
61,82,66
18,68,78
24,26,40
56,57,68
83,57,69
39,75,54
87,25,87
52,53,29
81,74,64
89,61,53
88,45,61
86,74,97
42,41,22
6,24,27
30,40,61
45,34,62
70,67,50
8,12,15
63,55,50
87,5,91
30,81,97
99,61,71
70,43,31
67,70,26
27,45,55
21,72,66
77,72,37
60,11,63
59,45,30
26,62,47
30,47,41
70,61,90
72,62,66
36,30,27
70,74,40
67,39,82
80,72,67
69,24,50
28,41,16
64,54,33
78,49,55
59,40,39
83,96,47
22,77,66
43,16,28
52,76,94
85,81,10
53,71,45
83,64,99
31,78,68
4,95,93
24,6,29
62,46,82
27,35,15
61,33,37
89,28,68
51,40,78
42,54,33
13,16,14
84,70,85
35,40,50
80,55,67
10,48,48
32,55,61
39,41,15
95,98,26
36,82,62
21,55,66
90,41,56
87,92,72
92,78,91
89,12,86
44,50,14
95,95,87
24,39,36
82,30,86
19,55,66
53,34,70
37,38,36
89,93,68
72,95,48
37,52,71
58,51,18
58,88,56
83,29,95
37,54,82
60,68,86
92,92,49
22,54,46
94,67,60
82,61,78
57,50,93
33,24,10
17,70,75
25,83,65
59,79,57
64,51,27
27,72,78
52,31,44
33,90,58
82,89,91
42,35,62
58,50,82
78,62,28
72,79,64
86,19,88
98,87,37
40,33,55
62,70,50
50,47,37
76,99,79
27,43,38
62,53,38
99,98,58
50,79,46
92,73,44
96,43,63
63,61,55
23,57,48
6,83,86
39,84,94
65,68,4
23,26,45
28,88,91
96,88,26
59,77,98
25,76,89
61,34,46
94,91,90
56,31,68
88,69,68
14,66,77
73,68,29
18,32,31
77,75,35
59,57,71
35,19,53
73,70,55
58,95,91
6,85,85
58,68,11
20,74,76
53,79,92
59,92,36
60,51,24
54,93,64
55,47,12
70,55,95
31,26,56
46,90,96
97,89,82
95,26,90
48,25,30
67,53,94
71,95,70
83,21,91
46,54,86
85,28,76
39,30,20
99,84,59
79,79,66
36,34,26
49,47,40
34,61,57
48,49,43
42,51,44
18,39,48
49,66,83
65,58,30
39,38,52
52,40,25
93,84,70
31,57,61
60,46,50
48,38,34
85,31,58
84,94,89
56,35,38
84,53,52
37,53,85
72,39,52
19,95,89
65,47,98
97,94,10
48,29,34
31,47,51
38,84,83
36,43,29
40,48,56
79,82,97
76,50,83
54,51,56
36,36,50
58,88,52
95,84,92
59,44,41
71,80,13
92,25,88
85,59,64
72,35,79
31,43,19
65,95,41
75,92,84
18,35,32
40,66,97
55,34,75
97,87,62
54,30,59
83,67,83
47,39,85
34,87,77
70,54,20
29,67,61
70,47,87
78,98,78
39,84,91
27,30,23
73,64,66
53,94,50
82,93,59
84,64,61
40,97,92
66,53,45
60,28,79
75,57,53
32,50,61
18,57,47
90,56,85
31,23,37
25,51,28
23,21,32
29,64,46
93,84,60
8,88,87
58,79,46
76,66,45
62,84,92
29,69,70
99,58,94
28,27,42
75,9,69
71,50,71
79,82,47
79,86,57
35,62,80
53,12,61
70,44,63
55,69,84
73,78,88
98,74,28
90,61,34
61,21,66
62,33,69
89,44,66
89,85,42
9,72,66
82,84,7
89,66,42
86,92,7
73,62,52
3,52,53
47,25,25
55,57,43
61,98,39
24,11,22
49,83,40
25,64,44
94,92,46
43,53,50
79,75,99
9,37,35
53,81,74
74,16,60
76,19,60
21,73,79
45,84,77
53,51,60
48,54,79
18,39,37
31,60,72
50,76,74
67,22,75
71,30,50
93,82,12
46,74,89
89,48,75
84,51,50
67,22,57
63,93,34
19,98,91
73,38,79
81,75,28
49,70,71
97,93,71
73,95,28
68,66,60
89,61,74
55,73,70
54,92,45
87,86,57
49,56,67
52,52,3
29,48,45
46,45,22
82,69,54
68,31,50
54,15,43
96,66,79
80,58,27
72,77,80
11,88,90
43,32,27
76,95,58
62,52,94
32,65,67
83,95,63
48,47,24
89,92,76
61,98,90
42,72,53
79,51,86
56,81,66
42,79,83
57,63,62
81,96,81
82,30,98
26,28,37
90,93,97
65,41,68
59,99,44
22,53,56
41,81,56
61,32,89
76,28,82
44,87,77
57,85,87
60,57,50
35,45,31
92,7,91
65,83,38
24,58,57
56,40,50
84,84,35
26,77,70
57,18,63
34,69,63
6,56,57
23,54,43
77,53,29
19,69,51
57,98,83
32,48,79
46,89,56
40,45,37
71,27,67
40,75,88
85,80,48
76,5,74
30,54,35
9,87,84
70,47,57
92,94,32
96,39,94
12,71,67
97,89,84
92,92,30
31,87,95
40,40,79
32,78,88
68,32,56
88,91,60
46,94,67
38,67,65
88,94,34
67,68,79
13,25,37
89,65,50
34,49,20
91,76,85
16,7,20
38,57,72
99,97,96
40,54,49
73,43,60
77,63,18
69,77,51
16,91,82
81,80,92
37,56,35
43,70,49
95,61,71
35,47,45
24,60,42
59,46,79
7,74,70
44,29,35
72,53,87
32,41,58
14,47,39
74,77,12
61,95,82
41,49,35
33,61,61
15,9,20
88,90,92
32,24,20
31,65,83
22,26,14
92,87,26
94,53,57
24,75,96
76,85,62
66,86,62
62,50,63
78,82,60
39,41,31
82,74,86
89,50,58
34,55,45
36,37,12
33,61,46
59,96,75
44,48,37
68,62,86
17,50,48
43,90,94
65,36,71
52,19,46
17,83,82
71,18,65
98,81,32
90,69,64
56,54,3
48,60,57
17,19,14
68,33,65
34,41,28
36,88,75
80,51,49
29,89,71
99,93,38
38,39,21
85,84,89
33,20,23
20,21,34
71,96,62
25,43,34
68,19,69
91,69,92
85,83,65
37,79,60
82,71,18
61,37,34
48,76,69
90,56,45
63,39,99
66,55,57
12,51,46
78,37,70
32,65,35
70,81,72
75,82,62
41,5,43
38,55,35
8,81,86
57,56,39
6,98,97
66,42,86
42,16,55
74,95,78
12,18,7
49,72,24
34,73,90
23,25,15
86,29,97
65,61,81
46,55,74
91,93,68
55,69,60
25,46,70
31,95,86
38,31,40
96,15,83
58,62,77
98,14,85
73,82,96
60,14,64
68,75,79
31,76,66
67,34,49
76,90,66
79,78,10
77,27,62
45,91,52
89,58,41
70,25,83
34,39,65
65,54,31
76,69,95
81,68,49
63,96,68
64,51,74
41,98,60
47,40,44
74,43,92
74,87,18
45,62,87
30,43,28
70,71,16
63,61,50
14,93,96
56,46,58
56,49,78
77,66,32
97,69,99
62,33,44
53,55,48
33,31,61
60,34,44
89,97,39
64,33,79
40,41,35
49,60,53
60,60,3
29,7,28
74,48,36
35,8,41
47,55,27
86,91,13
43,61,42
31,80,50
28,51,71
69,72,18
89,21,71
98,43,71
32,84,62
45,61,65
59,32,58
68,60,15
80,68,89
57,45,42
81,48,94
78,97,30
56,67,79
69,30,87
53,47,72
43,13,43
85,14,77
54,69,65
41,33,59
48,47,49
75,53,57
84,66,56
22,39,37
86,73,23
61,42,89
13,39,39
65,47,52
43,77,68
38,46,55
32,98,94
77,77,8
88,93,97
49,42,41
13,67,70
86,53,67
37,93,83
81,68,32
66,78,29
93,21,74
54,48,35
91,57,78
28,48,57
52,62,63
35,61,76
71,63,27
45,51,86
36,86,79
56,83,60
39,41,5
45,17,37
14,95,88
71,80,43
43,56,79
68,78,49
42,62,63
44,21,26
45,54,83
52,74,87
77,18,68
49,56,72
69,96,48
44,24,50
97,94,11
76,70,10
27,25,16
71,97,34
66,68,44
50,31,65
91,33,99
10,42,38
52,70,93
21,42,59
64,70,70
96,96,54
6,64,61
57,31,32
98,88,70
87,83,22
17,21,26
29,3,29
75,55,55
22,83,94
33,67,61
54,75,26
59,69,77
44,27,65
78,71,27
5,56,59
73,53,98
52,55,77
62,70,75
61,65,50
69,87,24
44,40,73
72,76,53
63,78,25
10,35,39
89,70,36
26,19,13
31,77,76
30,63,38
16,66,57
83,70,21
57,75,89
78,52,96
80,11,73
84,36,78
63,77,36
75,45,31
74,80,81
66,98,72
76,55,94
15,52,49
87,89,3
46,40,71
52,22,53
82,62,89
52,81,47
64,61,53
85,80,56
54,97,54
66,32,50
64,65,91
61,91,48
60,53,44
44,58,98
76,30,59
14,20,21
58,39,26
31,28,52
72,68,94
93,33,69
84,77,94
64,78,73
62,43,71
91,78,83
17,75,65
12,57,46
20,74,56
76,60,36
61,55,27
78,95,83
94,15,91
74,75,12
35,54,34
73,22,60
96,87,12
56,11,52
57,73,26
48,64,46
18,32,15
93,91,94
85,80,50
82,91,43
26,40,23
88,33,93
66,90,44
59,69,39
15,90,78
81,91,27
99,93,40
80,77,62
67,72,40
91,69,80
54,59,49
60,80,38
39,73,48
58,49,58
80,51,70
49,40,16
25,68,58
16,11,16
61,25,84
37,64,48
88,56,48
86,20,84
36,49,70
69,70,7
59,65,59
82,91,43
33,24,51
40,62,36
53,26,40
56,36,52
74,13,73
54,77,80
92,76,53
88,83,8
39,77,72
45,33,20
58,89,68
72,50,68
45,68,60
99,86,97
68,71,35
6,52,53
59,59,81
68,57,90
26,43,59
35,37,12
99,80,72
44,88,95
16,53,49
80,92,40
26,94,94
51,64,86
4,44,41
34,96,76
43,54,25
44,88,50
38,7,35
19,49,61
32,95,99
52,35,19
43,73,67
65,53,84
72,94,99
67,20,72
92,71,94
50,30,70
39,7,44
80,87,23
74,89,21
10,94,89
49,87,87
37,37,36
64,46,48
17,85,86
37,68,53
77,65,49
53,74,81
86,49,47
40,14,29
29,23,36
79,29,98
57,22,39
59,58,38
47,23,42
80,67,45
91,94,4
56,53,64
91,56,69
61,70,52
15,67,81
37,50,48
30,35,47
80,81,39
46,85,65
23,79,95
78,49,47
61,63,73
83,22,63
82,66,81
34,34,35
99,94,19
52,41,43
89,49,41
90,10,83
98,17,84
87,42,90
23,68,86
78,77,53
45,92,93
86,50,68
87,88,52
59,53,78
59,87,99
35,40,49
69,27,95
51,83,77
71,26,51
46,87,47
89,96,48
54,59,62
31,55,69
73,66,40
82,85,57
38,81,84
1,32,32
17,58,67
43,57,62
21,53,37
92,61,70
89,90,38
84,14,72
86,66,83
50,76,51
70,18,58
77,93,50
71,31,69
40,56,57
67,90,51
62,50,31
99,84,61
10,23,20
68,71,59
44,80,87
73,93,31
99,16,85
38,85,48
29,32,59
30,72,92
93,37,60
78,79,56
19,74,92
39,63,75
30,23,15
86,83,95
82,59,55
90,40,73
69,83,22
46,69,76
39,69,37
68,61,74
90,25,80
11,87,79
63,68,73
95,91,74
68,64,53
66,51,43
37,71,79
31,79,58
48,86,99
55,91,77
76,8,73
85,83,7
70,76,23
73,60,47
65,89,27
93,51,49
78,49,84
61,60,83
73,28,82
24,72,73
92,38,69
45,47,63
74,42,90
70,66,65
91,60,46
83,68,89
36,29,22
91,90,91
69,83,24
58,66,95
92,19,95
38,68,59
61,39,78
28,64,75
29,73,65
61,16,67
84,31,87
87,89,9
62,57,31
69,66,16
99,41,90
55,32,24
86,96,84
66,71,94
18,23,38
85,84,47
76,42,37
67,60,18
74,24,86
60,67,28
14,56,45
71,53,26
47,45,49
97,80,86
76,31,93
48,69,38
34,28,17
22,16,28
75,52,44
47,41,14
18,52,58
34,49,34
70,60,16
8,35,32
28,51,43
81,96,46
63,69,53
63,24,43
44,70,31
41,44,29
82,48,39
33,43,62
63,67,57
37,27,33
69,83,66
71,58,80
97,73,34
37,94,72
80,60,23
50,36,61
67,33,85
83,67,91
98,45,72
82,66,24
36,63,34
23,60,53
83,99,35
61,38,24
42,51,79
89,35,78
89,98,32
79,97,57
94,82,64
36,87,72
58,55,54
27,81,55
83,88,17
44,69,78
14,42,36
93,74,30
54,44,50
53,59,9
34,51,19
64,11,64
85,89,92
94,25,77
78,85,91
65,62,19
59,92,39
58,72,17
54,22,60
74,28,70
31,57,29
48,58,82
3,8,10
57,58,33
71,88,93
88,43,87
16,75,75
81,38,66
59,65,81
19,88,94
99,63,75
65,34,51
88,72,76
73,37,40
93,82,52
61,60,37
6,41,38
54,59,31
65,76,20
55,36,72
92,93,21
31,22,38
53,21,47
64,74,20
72,81,99
27,45,41
45,56,95
69,37,77
55,38,40
88,71,49
97,85,46
84,21,78
38,71,34
83,92,32
36,15,50
62,22,67
81,23,91
63,90,66
32,86,90
25,32,13
41,54,25
58,38,23
65,22,48
86,44,47
58,28,50
29,25,23
78,80,46
62,47,60
65,71,7
93,91,98
14,27,40
45,83,41
80,79,62
35,25,54
73,95,30
69,58,38
97,85,80
51,10,56
44,39,54
46,72,71
25,6,21
93,66,86
30,46,36
27,46,20
83,47,51
62,70,18
74,62,72
68,28,78
11,33,41
64,91,64
41,36,26
56,80,85
35,72,98
87,19,79
63,75,97
82,61,44
54,50,24
25,62,80
46,56,97
81,65,97
8,23,30
38,53,53
49,78,72
62,68,83
90,93,90
29,72,47
96,76,45
57,39,79
97,87,85
67,73,37
89,38,62
65,63,52
53,80,41
64,23,42
43,89,57
6,20,20
68,86,81
68,93,32
55,20,64
76,88,70
85,54,37
87,96,71
26,73,51
56,61,13
70,38,79
70,61,71
93,38,88
47,50,45
76,34,86
57,48,99
90,97,56
96,97,54
85,52,70
2,93,94
94,89,94
52,59,80
67,97,51
66,56,56
90,76,68
62,43,93
62,46,32
56,80,53
56,64,76
76,37,94
32,19,24
75,25,73
98,75,90
25,33,37
16,49,55
44,5,44
41,71,66
97,32,93
45,99,88
94,47,82
8,52,53
64,85,83
71,23,83
24,30,35
46,43,6
53,53,68
32,7,31
81,70,68
61,32,50
66,51,29
95,70,63
45,92,61
93,99,7
99,33,85
59,52,91
42,72,41
99,24,99
32,32,53
72,93,99
76,87,39
58,81,98
40,42,76
50,42,30
95,63,42
33,12,43
41,32,45
25,87,74
46,49,76
15,98,86
17,40,37
56,52,70
63,50,87
21,95,90
52,76,87
71,94,43
43,13,47
25,28,17
95,91,9
74,79,10
31,24,14
71,78,19
13,55,64
38,46,38
40,70,40
22,19,27
55,28,47
17,21,19
66,45,52
77,76,93
55,52,84
97,17,99
63,50,61
24,62,62
72,38,46
40,65,53
24,53,44
80,43,38
74,53,69
97,90,30
34,92,64
68,59,71
67,69,90
36,87,80
96,77,39
46,52,19
27,76,73
65,80,18
76,74,89
30,74,48
49,82,99
82,99,61
96,44,87
54,83,35
95,9,91
35,29,40
44,38,29
39,62,53
72,73,88
76,62,58
36,66,44
10,88,84
69,84,60
73,85,86
76,84,54
75,38,74
96,24,78
97,91,82
44,46,41
78,85,34
63,86,54
82,63,54
42,65,37
85,28,90
40,53,75
96,80,36
32,34,32
36,59,64
60,74,87
84,40,81
12,34,31
70,69,6
58,49,43
8,87,92
87,57,89
87,93,12
92,89,56
83,23,92
44,25,26
82,79,18
72,47,35
24,52,55
59,93,75
34,37,52
66,68,17
71,20,84
68,47,63
66,90,67
46,52,9
47,54,26
75,80,93
56,42,62
97,63,46
50,29,29
56,96,42
77,80,82
51,73,56
94,82,84
30,22,28
82,76,71
90,64,76
69,62,48
42,87,78
83,70,55
12,75,80
61,86,86
86,83,33
33,37,61
66,50,79
84,73,70
85,71,25
29,77,58
77,28,89
73,63,99
32,71,65
90,67,64
51,35,69
48,93,84
95,40,94
73,72,98
87,68,82
28,81,80
15,17,16
44,22,27
53,30,38
66,53,61
41,28,39
59,33,78
21,65,50
81,91,32
64,25,88
35,72,56
81,78,32
29,64,48
89,55,71
79,74,84
35,64,80
54,35,77
63,63,14
73,80,89
65,90,86
52,93,51
30,41,15
51,92,67
26,97,78
93,38,88
64,91,35
75,60,32
36,84,91
48,67,69
70,28,81
97,82,77
94,91,41
51,51,15
91,60,50
41,35,49
86,77,43
90,16,85
60,10,55
86,34,57
76,76,17
29,61,60
54,43,80
74,90,64
85,42,55
45,38,32
76,50,31
88,69,20
63,62,19
66,83,62
43,63,60
33,24,13
66,19,57
34,51,83
92,73,38
65,49,34
95,65,81
88,68,73
61,60,45
41,86,97
93,52,76
8,92,87
70,62,34
23,82,97
83,47,98
34,47,44
81,48,69
31,71,58
62,95,50
54,87,94
67,51,97
89,96,53
62,48,16
42,59,72
79,50,78
98,94,21
79,72,38
33,44,38
82,93,82
22,37,44
30,81,61
91,91,48
61,43,75
97,23,82
21,58,63
66,64,81
17,32,33
18,11,19
78,96,95
97,95,33
75,80,10
96,74,59
79,53,83
91,87,34
32,16,33
20,74,93
79,86,82
82,47,74
15,55,69
77,60,52
54,95,73
83,83,90
61,73,88
89,54,58
59,56,60
71,81,52
50,17,35
83,78,25
94,90,16
71,58,28
90,45,72
92,86,65
30,32,31
25,78,58
85,74,78
46,70,85
86,82,42
91,86,18
59,62,21
53,32,54
76,54,48
89,91,30
47,41,17
80,76,82
36,50,33
78,43,99
74,96,24
93,70,61
40,47,8
61,36,26
95,65,88
56,65,46
71,63,27
56,83,62
60,44,31
45,50,45
45,83,59
33,16,44
45,63,50
54,46,71
74,16,76
79,33,77
75,76,55
66,72,38
10,19,13
23,83,69
41,31,12
43,18,26
28,43,67
73,98,74
22,48,43
57,80,98
12,33,27
51,48,24
71,59,89
78,39,42
95,83,25
60,15,67
52,90,51
91,46,96
56,68,26
77,31,65
48,47,66
62,34,53
70,73,63
53,36,35
52,67,83
53,32,83
45,18,42
46,98,88
16,16,4
83,67,86
45,43,71
80,83,59
78,25,69
97,66,49
75,17,85
70,87,54
44,70,92
38,59,59
92,38,55
58,99,66
32,53,57
49,23,62
79,28,97
56,91,51
73,50,43
26,27,27
64,74,19
45,19,31
95,49,80
18,51,46
32,47,16
96,38,67
92,97,71
12,65,71
32,78,54
64,59,36
91,43,92
83,31,73
24,69,79
64,95,64
32,92,69
80,79,86
39,37,66
53,48,68
98,96,23
46,36,63
47,59,78
22,39,53
17,35,46
63,47,30
87,68,93
55,36,61
80,67,20
95,70,80
21,42,26
70,83,23
27,33,25
25,58,76
57,87,87
42,63,58
57,24,50
77,52,84
